الغنائي	Lyrical
ومكتب	Office
التذاكر	Tickets
والخير	And
للبنك	Bank
الكعبي	Kaabi
ماريا	Maria
الصحوة	Awakening
واعتمد	And
روايات	Novels
للإمام	Imam
بدأوا	Started
ادم	Adam
وطرح	Put
بالحركة	Movement
نشاطا	Active
الخيار	Option
نظيف	Clean
ايمن	Ayman
ترغب	Wish
العضلات	Muscle
البنزين	Gasoline
يتكلم	Speaks
الاب	Father
بحقوق	Rights
هجوما	Attack
تصنيع	Manufacturing
عبارات	Phrases
وممارسة	And
العرقية	Ethnic
بالجمعية	Assembly
مقربة	Close
عادية	Normal
وبالتعاون	And
أشجار	Trees
للعب	To
المعنوي	Moral
الزائرين	Visitors
توني	Tony
وأنثى	Female
فصلت	Separated
متقدم	Advanced
للحوار	Dialogue
وبها	And
عنف	Violence
الإلهية	Divine
توضع	Placed
يسار	Left
نسخ	Copy
التكنولوجي	Technological
السلوكيات	Behaviors
والامن	Security
التقديرات	Estimates
اسفرت	Resulted
الأمهات	Mothers
المبيعات	Sales
وتظهر	Show
والحزن	And
الأذى	Harm
نشيد	Commend
طيبا	Good
جهودهم	Their
الأخلاقية	Ethical
ازداد	Increased
وتعيين	And
الحبيبة	Beloved
التساؤل	Question
المهاجمين	Attackers
الفقيرة	Poor
منصة	Platform
مساندة	Support
آلام	Pain
وتقع	Located
أبت	ABT
الخصوصية	Privacy
والسؤال	The
اخوانه	Brothers
تغيرات	Changes
المساندة	Support
يقم	Have
ننتظر	Wait
جسده	His
الانخفاض	Drop
ن	N
لأبناء	For
تجعله	Make
باع	Sold
تساؤلات	Questions
القافلة	Caravan
التعذيب	Torture
الخاص	Special
الاصلية	Original
معظمهم	Mostly
وبنسبة	And
والقدرات	Capacity
بحجم	Size
البشرية	Human
دونه	Below
الذكرى	Anniversary
تحرم	Denied
أرجاء	Around
بتشكيل	Formation
تحكيم	Arbitration
التليفزيوني	TV
الحفلات	Concerts
والثقة	And
التشجيع	Encouragement
حضوره	Attending
والفرص	And
للشعر	Hair
بالقوة	Force
وأداء	And
والافراد	And
موناكو	Monaco
وعادل	And
المحللين	Analysts
العواطف	Emotions
لتغيير	To
مطلقة	Absolute
وتوجد	There
القتلى	Dead
ولايتي	Velayati
باختلاف	Different
مكاسب	Gains
استطيع	I
وتجدر	It
للقانون	Law
وغيرها	The
ثوابت	Constants
السكون	Sleep
لفريقه	To
تطرقت	Touched
الغربة	Alienation
صعود	Rise
ترشيح	Nomination
اصدر	Issued
الصالحات	Righteousness
مرضية	Satisfactory
الصلب	Steel
والتقوى	And
الموظف	Employee
فساد	Corruption
للاسلام	Islam
بالمجمع	Complex
أيدينا	Our
برامجها	Programs
الوهاب	Wahab
جارية	Ongoing
يغطي	Covers
انفرد	Himself
خالق	Creator
اتهام	Charge
يواجهها	Faced
استبعاد	Excluding
تقدما	Progress
زمزم	Zamzam
مطلب	Demand
الاستعمار	Colonialism
وسلطان	The
وتدور	And
والسياسة	And
البصرية	Optical
وصلاح	Salah
الصبح	Waxing
لرجال	Men
أشعر	I
نافذة	Window
انس	Lance
واعمال	Acts
والرشداء	And
وأحد	And
وجوههم	Faces
المقارنة	Comparison
بارك	Park
الاستماع	Listen
وتاريخ	And
قرآنا	Quran
والنبي	The
المربي	Educator
والدراسة	The
تلو	After
الفجوة	Gap
والنتائج	Results
ووفقا	According
ولدي	I
السائقين	Drivers
متعلقة	Related
ومواقف	And
الرقمية	Digital
وليبيا	Libya
الخضوع	Undergo
سلعة	Commodity
وابراز	The
ترفض	Rejects
شهرة	Fame
خالصا	Pure
ومستوى	And
الأنصار	Ansar
يغني	Sing
أقوال	Sayings
تختتم	Conclude
والآثار	The
تهدد	Threaten
وحذر	And
بالعودة	Return
اختلافا	Difference
تدمير	Destroying
والاهداف	And
وجعله	And
يجسد	Captures
وتتميز	Featuring
العقيد	Colonel
يستهدف	Targets
اجرى	Conducted
النزول	Down
الناعبي	Naobei
اتجاهات	Trends
تذاكر	Tickets
وزارات	Ministries
إزالة	Remove
المقاولين	Contractors
اظهر	Showed
أمرهم	Ordered
هداية	Hidayat
حاسمة	Decisive
التعصب	Intolerance
المعبرة	Expressive
الإيجابية	Positive
المخصص	Allocated
وقائع	Chronicle
شغل	Served
ليخرج	To
سعت	Sought
وحقيقة	The
عسى	Perhaps
الأولي	Initial
المفروض	Imposed
يحتاجه	Needs
مبرر	Justification
بورنومو	Purnomo
رمزا	Symbol
مشابهة	Similar
ليفربول	Liverpool
صناعات	Industries
أمكن	Possible
قياسية	Record
بطلب	Request
وهلال	Helal
التفريط	Alienate
حجمها	Size
حرجا	Critical
جنس	Sex
الاضرار	Damage
التحدث	Talk
قنبلة	Bomb
الفهد	Leopard
المقاييس	Metrology
تعويض	Compensation
ارقام	Numbers
افاد	Reported
وثائق	Documents
توقعات	Expectations
والنمو	And
الغريب	Strange
الاسد	Assad
اكون	Be
السادات	Sadat
للسباحة	Pool
بالإسلام	Islam
اجمالية	Total
أشخاص	People
وتبدأ	And
المركزى	Central
جمعاء	Whole
حملات	Campaigns
الشيباني	Shaibani
سبعين	Seventieth
تشخيص	Diagnosis
الفلك	Astronomy
المحرم	Muharram
فأصبح	Became
اسحاق	Isaac
يمين	Right
العود	Oud
وجهك	Face
بالمجتمع	Community
فأولئك	Those
الطبقة	Class
كلف	Cost
مقترحات	Proposals
بالبيت	House
التعديل	Amendment
قتلت	Killed
الانظار	Catching
بشار	Bashar
صورته	Image
والاسلامية	The
طالبة	Student
تقليدية	Traditional
وشراء	And
غني	Needless
المساهمين	Shareholders
وإقامة	And
تعتقد	Think
يليه	Followed
تر	See
فيليب	Philip
والحكومة	Government
الأديب	Writer
وثلاثة	And
يتحدثون	Talking
ومسابقات	And
اختلفت	Differed
والسنة	The
والاقليمية	And
ويتناول	Addresses
أتت	Brought
وحكم	And
سور	Wall
تنشأ	Arise
وتحديث	The
دقيقا	Accurate
ميل	Mi
مساجد	Mosques
قدير	Kadeer
بابا	Baba
اشكر	Thank
قانوني	Legal
الموسوعة	Encyclopedia
بعدهم	After
فيلمه	His
الفرع	Section
ترشيد	Rationalization
عبدا	Slave
المبكرة	Early
وتشكيل	And
الشهرية	Monthly
أعلام	Flags
بقول	Bean
بموضوع	Issue
وبينما	While
قوته	Measuring
الآتي	Following
الشواطئ	Beaches
مميز	Join
نصت	Provided
المقيم	Resident
التصنيف	Category
انهما	They
السوداء	Black
والنفس	Psychology
اغتيال	Killing
والحيوان	Animal
ستين	Sixtieth
وغرس	And
الولاء	Loyalty
الروماني	Roman
النيجيري	Nigerian
نضع	Put
الالي	Automatic
المحمدية	Muhammadiyah
يتأتى	Come
تكفل	Ensure
اخرج	Exit
الاصولية	Fundamentalism
لاحد	One
حاجات	Needs
أجريت	Conducted
وخير	The
اهدافها	Targets
والمروة	Marwa
تعين	Appoints
حالته	His
يكثر	Lot
ونحو	And
العملاق	Giant
صوم	Fast
وروسيا	And
تلتها	Followed
فكانوا	They
الكامنة	Underlying
التساؤلات	Questions
والمعارف	And
ووجه	And
الأواخر	Days
ازكي	With
نخل	Sift
تستطع	Unable
الغياب	Absence
انزل	Down
وقفت	Stood
وعيسى	Isa
النفس	Psychology
تفهم	Understand
الفلبين	Philippines
تشغل	Operates
بتهمة	Charges
ووادي	Valley
الاجمالى	Total
الاحاديث	Chatter
أساسي	Basic
للبلاد	The
الرأسمالية	Capitalism
لعلهم	They
المعرفية	Cognitive
ولدت	Generated
والاجنبية	Foreign
للمجموعة	Group
الهولندية	Dutch
نيستلروي	Nistelrooy
باليوم	Day
ممثلا	Representing
نعتقد	Believe
داعيا	Calling
والدولي	The
الجبهة	Front
والمساعدة	And
تروسييه	Troussier
مضت	Ago
المجتمع	Community
تأدية	Perform
يمارس	Exercises
والمستوى	Level
الجنسي	Sexual
وثانيا	Second
قلعة	Castle
هدم	Demolition
نجده	Found
فينبغي	Should
حافزا	Catalyst
الاغاني	Songs
الخصم	Discount
بأربعة	Four
يستغرق	Takes
قاضيا	Judge
المرجح	Likely
ويتكون	And
والحرص	And
والقرى	And
الأسماء	Names
غنيم	Ghoneim
للعقل	Of
جدران	Walls
للمساعدة	To
عنهم	Their
يجدوا	Find
امه	His
الكيماوية	Chemical
القصور	Palaces
مخيم	Camp
ذكرنا	Mentioned
المسافرين	Travelers
بالبيئة	Environment
ور	War
الميداني	Field
انقطاع	Interruption
اللؤلؤ	Pearl
تسقط	Down
السعيدي	Saidi
جئنا	Came
والجهد	And
نظمها	Organized
منتج	Product
المقابل	Turn
مستواها	Level
ويقدر	An
ورجل	The
القويم	True
وقدرة	And
وتشهد	The
الاكتفاء	Sufficiency
فانهم	They
الممكنة	Possible
فاعلية	Effectiveness
تحريم	Prohibition
واحترام	And
تمييز	Discrimination
الحلق	Throat
وسهولة	And
للأمم	Nations
تواجهها	Faced
الاقسام	Sections
ثقافيا	Culturally
بدليل	Guide
دعوى	Case
التفاوض	Negotiating
ونعم	Yes
المشرفين	Supervisors
رائحة	Smell
الاستغلال	Exploitation
نصير	Naseer
يهدد	Threatens
وصلوا	Reached
سماحته	Eminence
منازلهم	Homes
الطائي	Tai
الأعراف	Norms
تلوث	Pollution
ونساء	And
حضارية	Civilized
يصدق	Incredible
الظل	Shadow
سيعمل	Will
وإيجاد	And
للنفس	For
والحضارة	And
متاع	Chattel
شق	Incision
صراط	Path
المناسك	Rites
عوف	Auf
لكني	I
تحتل	Occupies
الأرقام	Numbers
شكره	Thanked
تليفزيون	TV
التغييرات	Changes
الغذائي	Food
يتعدى	Exceed
واتمنى	And
نعم	Yes
مبلغا	Amount
الانبياء	Prophets
جنديا	Soldier
لتلبية	To
وأعرب	The
روبرت	Robert
يصب	Hurt
واللاعبين	The
ويصبح	Becomes
وكلمة	The
ادوات	Tools
التأثر	Vulnerability
صلب	Steel
الأسد	Assad
الانطلاقة	Breakthrough
الطقس	Weather
تقديرا	Estimate
يروي	Leroy
الخالد	Immortal
تتوافر	Available
الحميدة	Offices
للسكان	Population
الراوي	Rawi
لاجل	To
لاداء	To
لعمليات	Operations
أبصارهم	Eyes
لظروف	Conditions
الطعن	Appeal
ماهو	What
المفروضة	Imposed
فيك	Vic
والفني	Technical
اليتامى	Orphans
الفطرية	Fungal
الاسلاميين	Islamists
الاخرة	Hereafter
ويعقوب	And
الدفاعي	Defensive
وكثير	Many
والمحبة	And
الاتهام	Charged
البائع	Seller
العلقة	Hirudo
وعملية	The
نادر	Nader
النار	Fire
أمي	Mom
يتسع	Accommodates
وزيرة	Secretary
بالنجاح	Successful
وتهيئة	And
بالجانب	Side
هاجر	Hagar
الامهات	Mothers
التجويد	Tajweed
الايدز	AIDS
وأحسن	The
الحقول	Fields
وجبة	Meal
المفاجآت	Surprises
دفعت	Paid
البريدية	Mailing
كثيرة	Many
منتدى	Forum
اثراء	Enrich
الجوع	Hunger
هدي	Hoda
جولات	Rounds
محاضرته	Lecture
لأهل	To
خطرة	Dangerous
كاف	K
الآفاق	Prospects
اثبتت	Proved
أعقاب	Following
حقيقيا	Real
قبائل	Tribes
احتلت	Occupied
ممتازة	Excellent
تشرف	Oversees
تخلف	Retardation
كفة	Cuff
يفضل	Preferably
وأميركا	America
التكرار	Iteration
مستقبلية	Future
غيره	Other
والحرية	The
وفرت	Provided
الهائلة	Massive
السناني	Sinani
ونفس	The
تضيع	Lost
للمشاريع	Projects
لتمويل	To
زيمبابوي	Zimbabwe
بحثه	Examined
الصديقة	Friendly
يشرب	Drink
الزمنية	Time
والشراب	And
والحركة	The
إياه	Him
المخطط	Planned
التمهيدية	Pre
نحقق	Achieve
تدعيم	Consolidate
للاسكان	Housing
طموح	Ambitious
دينكم	Religion
حسنا	Well
بالمعنى	Sense
قطعت	Cut
الجنائية	Criminal
وأبي	Abi
تتأثر	Affected
الديانات	Religions
تصنع	Made
ويحمل	And
بإقامة	Establishment
وزاد	Increased
ود	Wad
وسخر	And
نحتاج	We
المناقصات	Tenders
الكرامة	Dignity
لمجرد	Just
خلقناكم	We
سفن	Ships
يفعله	Do
النشاطات	Activities
موضوعا	Issue
الاحتياطي	Reserve
فرح	Farah
وحيدا	Lonely
جهله	Ignorance
واجه	Faced
الاسماعيلي	Ismaili
رواسي	On
لمشاهدة	View
سيعقد	Held
أوضاع	Conditions
الكثيري	Alkatiri
بدايات	Beginnings
المتعة	Fun
تخفيف	Ease
المسمى	Title
والعكس	And
للفرد	Per
اقام	Established
مارك	Marc
فوزها	Winning
السيستاني	Sistani
بالخدمات	Services
هوبيس	Hubes
وإنه	It
المشي	Walking
والمرافق	And
تفجيرات	Blasts
قادرين	Able
أشواط	Runs
والمعلمات	And
بوابة	Gate
للمعلومات	Information
تاريخيا	Historically
عراقيين	Iraqis
تيار	Stream
واجهت	Faced
قدمته	Submitted
أشأ	Asha
وسليمان	And
طالبات	Students
النخبة	Elite
نصل	Reach
تغيرت	Changed
العبارات	Phrases
الأزمات	Crisis
حصص	Quotas
ازاء	About
بدت	Seemed
المنافذ	Ports
